url,x,y,cluster
https://vercel.com/blog/10-next-js-tips-you-might-not-know,-1.9579954,4.105456,0
https://vercel.com/blog/10-years-of-react,-3.0074089,3.1699936,0
https://vercel.com/blog/7-ai-features-you-can-add-to-your-app-today,-4.0855045,2.4213161,1
https://vercel.com/blog/8-advantages-of-composable-commerce,-2.1002538,2.3654532,6
https://vercel.com/blog/How-avalara-turns-pipedreams-into-patent-pending-with-v0,-3.1794043,1.3908994,1
https://vercel.com/blog/a-better-developer-experience-makes-building-cruise-critic-more-efficient,-2.480434,2.492979,4
https://vercel.com/blog/a-deep-dive-into-hive-vercels-builds-infrastructure,-0.93644875,2.394706,5
https://vercel.com/blog/a-proposal-for-inline-llm-instructions-in-html,-4.732164,2.351608,2
https://vercel.com/blog/ab-testing-with-nextjs-and-vercel,-0.73753387,4.3479652,5
https://vercel.com/blog/accelerating-developer-velocity-and-creating-high-impact-web-teams,-2.0207593,1.991007,6
https://vercel.com/blog/add-3d-to-your-web-projects-with-v0-and-react-three-fiber,-3.498011,2.8383775,0
https://vercel.com/blog/advanced-invoice-settings,1.4357086,1.667084,2
https://vercel.com/blog/advanced-project-settings,1.5855098,1.5822572,2
https://vercel.com/blog/advancing-python-typing,-5.6546235,2.6861641,3
https://vercel.com/blog/agent-skills-explained-an-faq,-5.075381,1.6565707,3
https://vercel.com/blog/agents-at-work-a-partnership-with-salesforce-and-slack,-4.423952,1.3709958,1
https://vercel.com/blog/agents-md-outperforms-skills-in-our-agent-evals,-5.000518,1.5438713,0
https://vercel.com/blog/ai-accelerator-participants,-4.2763066,2.2263377,1
https://vercel.com/blog/ai-agents-and-services-on-the-vercel-marketplace,-4.524307,1.7712189,1
https://vercel.com/blog/ai-agents-at-scale-roxs-vercel-powered-revenue-operating-system,-2.6873598,2.1814513,1
https://vercel.com/blog/ai-gateway-65NqOw6r9ZP5V4ZpBZNwgi,-5.277063,1.9536438,1
https://vercel.com/blog/ai-gateway-is-now-generally-available,-5.117389,2.000924,1
https://vercel.com/blog/ai-integrations,-4.3836164,2.5725462,1
https://vercel.com/blog/ai-powered-prototyping-with-design-systems,-3.49647,1.5290556,1
https://vercel.com/blog/ai-sdk-3-4,-5.459193,2.7249405,3
https://vercel.com/blog/ai-sdk-3-generative-ui,-4.6805825,2.9333436,3
https://vercel.com/blog/ai-sdk-4-0,-5.404436,2.5933268,3
https://vercel.com/blog/ai-sdk-4-1,-5.5185323,2.812302,3
https://vercel.com/blog/ai-sdk-4-2,-5.6627874,2.5772676,3
https://vercel.com/blog/ai-sdk-5,-5.620492,2.7565045,3
https://vercel.com/blog/ai-sdk-6,-5.368949,2.4007595,3
https://vercel.com/blog/algolia-cuts-build-times-in-half-with-isr-using-next-js-on-vercel,-2.2610319,3.1445634,4
https://vercel.com/blog/an-introduction-to-streaming-on-the-web,-1.9853652,4.406666,3
https://vercel.com/blog/announcing-sveltekit-auth,-1.5721543,2.615606,0
https://vercel.com/blog/announcing-v0-generative-ui,-3.006614,0.907431,6
https://vercel.com/blog/anyone-can-build-agents-but-it-takes-a-platform-to-run-them,-4.605025,1.3988832,1
https://vercel.com/blog/architecting-reliability-stripes-black-friday-site,-1.8578106,3.5361512,4
https://vercel.com/blog/at-next-js-conf-2021-lets-make-the-web-faster,-2.7200255,3.4210203,0
https://vercel.com/blog/authentication-for-the-frontend-cloud,-1.3920578,2.1695962,6
https://vercel.com/blog/auto-job-cancellation-for-vercel-github,0.4630108,2.5824547,2
https://vercel.com/blog/automatic-ssl-with-vercel-lets-encrypt,0.50043756,1.8613352,2
https://vercel.com/blog/aws-and-vercel-accelerating-innovation-with-serverless-computing,-1.4770079,1.6728125,6
https://vercel.com/blog/aws-databases-are-now-live-on-the-vercel-marketplace-and-v0,-1.1648619,1.7181481,6
https://vercel.com/blog/aws-databases-coming-to-the-vercel-marketplace,-1.1903222,1.6877918,6
https://vercel.com/blog/aws-reinvent-2023-iteration-velocity,-1.809124,1.5574592,6
https://vercel.com/blog/becoming-an-ai-engineering-company,-4.2976575,2.3392293,1
https://vercel.com/blog/behind-the-scenes-of-vercels-infrastructure,-0.4119747,2.4654748,5
https://vercel.com/blog/beyond-menu-scaling-with-hypertune-and-vercel,-0.87706834,4.400252,5
https://vercel.com/blog/bfcm-2025,-1.8302149,3.7049227,4
https://vercel.com/blog/bitbucket,0.73898053,2.0932753,2
https://vercel.com/blog/black-friday-cyber-monday-2024-recap,-1.6419873,3.7209961,4
https://vercel.com/blog/bnp-paribas-open-serving-up-scores-and-experiences-in-real-time-with-work,-2.3572168,2.8583705,4
https://vercel.com/blog/botid-deep-analysis-catches-a-sophisticated-bot-network-in-real-time,-3.6273422,3.5742152,4
https://vercel.com/blog/botid-uncovers-hidden-seo-poisoning,-3.7876875,3.4116416,4
https://vercel.com/blog/branch-domains,1.0640924,2.1273186,2
